id,time,values,aqi,pollution
05,2023:03:13 03:55:12,398.8,424,Extremely hazardous
06,2023:03:13 03:55:12,321.3,371,Hazardous
07,2023:03:13 03:55:12,37.9,106,Slightly unhealthy
08,2023:03:13 03:55:12,191.2,241,Very unhealthy
09,2023:03:13 03:55:12,52.2,142,Slightly unhealthy
10,2023:03:13 03:55:12,190.4,240,Very unhealthy
01,2023:03:13 03:56:02,87.2,167,Unhealthy
02,2023:03:13 03:56:02,92.9,170,Unhealthy
03,2023:03:13 03:56:02,297.1,347,Hazardous
04,2023:03:13 03:56:02,68.9,157,Unhealthy
05,2023:03:13 03:56:02,231.5,281,Very unhealthy
06,2023:03:13 03:56:02,69.4,157,Unhealthy
07,2023:03:13 03:56:02,253.9,303,Hazardous
08,2023:03:13 03:56:02,461.0,455,Extremely hazardous
09,2023:03:13 03:56:02,227.1,277,Very unhealthy
10,2023:03:13 03:56:02,225.4,275,Very unhealthy
01,2023:03:13 03:56:52,30.2,89,Moderate
02,2023:03:13 03:56:52,478.0,464,Extremely hazardous
03,2023:03:13 03:56:52,250.1,300,Very unhealthy
04,2023:03:13 03:56:52,423.9,437,Extremely hazardous
05,2023:03:13 03:56:52,148.3,199,Unhealthy
06,2023:03:13 03:56:52,279.2,329,Hazardous
07,2023:03:13 03:56:52,150.8,200,Very unhealthy
08,2023:03:13 03:56:52,438.7,444,Extremely hazardous
09,2023:03:13 03:56:52,21.6,70,Moderate
10,2023:03:13 03:56:52,131.8,190,Unhealthy
01,2023:03:13 03:57:42,100.9,174,Unhealthy
02,2023:03:13 03:57:42,543.3,496,Extremely hazardous
03,2023:03:13 03:57:42,377.6,414,Extremely hazardous
04,2023:03:13 03:57:42,427.1,438,Extremely hazardous
05,2023:03:13 03:57:42,193.1,243,Very unhealthy
06,2023:03:13 03:57:42,219.4,269,Very unhealthy
07,2023:03:13 03:57:42,433.9,442,Extremely hazardous
08,2023:03:13 03:57:42,303.6,353,Hazardous
09,2023:03:13 03:57:42,90.5,168,Unhealthy
10,2023:03:13 03:57:42,109.6,178,Unhealthy
01,2023:03:13 03:58:32,378.1,414,Extremely hazardous
02,2023:03:13 03:58:32,340.4,390,Hazardous
03,2023:03:13 03:58:32,267.9,317,Hazardous
04,2023:03:13 03:58:32,411.2,430,Extremely hazardous
05,2023:03:13 03:58:32,519.2,484,Extremely hazardous
06,2023:03:13 03:58:32,418.4,434,Extremely hazardous
07,2023:03:13 03:58:32,464.6,457,Extremely hazardous
08,2023:03:13 03:58:32,293.6,343,Hazardous
09,2023:03:13 03:58:32,81.5,164,Unhealthy
10,2023:03:13 03:58:32,478.4,464,Extremely hazardous
01,2023:03:13 03:59:22,192.7,242,Very unhealthy
02,2023:03:13 03:59:22,236.9,286,Very unhealthy
03,2023:03:13 03:59:22,477.9,464,Extremely hazardous
04,2023:03:13 03:59:22,278.8,328,Hazardous
05,2023:03:13 03:59:22,315.3,365,Hazardous
06,2023:03:13 03:59:22,402.4,426,Extremely hazardous
07,2023:03:13 03:59:22,349.3,399,Hazardous
08,2023:03:13 03:59:22,516.9,483,Extremely hazardous
09,2023:03:13 03:59:22,230.2,280,Very unhealthy
10,2023:03:13 03:59:22,337.3,387,Hazardous
01,2023:03:13 04:00:12,154.6,204,Very unhealthy
02,2023:03:13 04:00:12,329.5,379,Hazardous
03,2023:03:13 04:00:12,470.9,460,Extremely hazardous
04,2023:03:13 04:00:12,304.7,354,Hazardous
05,2023:03:13 04:00:12,548.7,499,Extremely hazardous
06,2023:03:13 04:00:12,531.5,491,Extremely hazardous
07,2023:03:13 04:00:12,133.5,191,Unhealthy
08,2023:03:13 04:00:12,403.8,427,Extremely hazardous
09,2023:03:13 04:00:12,50.5,138,Slightly unhealthy
10,2023:03:13 04:00:12,477.2,463,Extremely hazardous
01,2023:03:13 04:01:02,393.5,422,Extremely hazardous
02,2023:03:13 04:01:02,99.6,173,Unhealthy
03,2023:03:13 04:01:02,222.2,272,Very unhealthy
04,2023:03:13 04:01:02,496.9,473,Extremely hazardous
05,2023:03:13 04:01:02,173.7,223,Very unhealthy
06,2023:03:13 04:01:02,450.4,450,Extremely hazardous
07,2023:03:13 04:01:02,481.2,465,Extremely hazardous
08,2023:03:13 04:01:02,255.6,305,Hazardous
09,2023:03:13 04:01:02,106.9,177,Unhealthy
10,2023:03:13 04:01:02,248.0,298,Very unhealthy
01,2023:03:13 04:01:52,286.1,336,Hazardous
02,2023:03:13 04:01:52,232.7,282,Very unhealthy
03,2023:03:13 04:01:52,457.7,454,Extremely hazardous
04,2023:03:13 04:01:52,211.8,261,Very unhealthy
05,2023:03:13 04:01:52,62.5,154,Unhealthy
06,2023:03:13 04:01:52,142.0,196,Unhealthy
07,2023:03:13 04:01:52,81.9,164,Unhealthy
08,2023:03:13 04:01:52,461.6,456,Extremely hazardous
09,2023:03:13 04:01:52,181.0,231,Very unhealthy
10,2023:03:13 04:01:52,436.4,443,Extremely hazardous
01,2023:03:13 04:02:42,385.4,417,Extremely hazardous
02,2023:03:13 04:02:42,366.2,408,Extremely hazardous
03,2023:03:13 04:02:42,18.0,63,Moderate
04,2023:03:13 04:02:42,213.0,263,Very unhealthy
05,2023:03:13 04:02:42,236.0,286,Very unhealthy
06,2023:03:13 04:02:42,31.6,92,Moderate
07,2023:03:13 04:02:42,140.8,195,Unhealthy
08,2023:03:13 04:02:42,282.7,332,Hazardous
09,2023:03:13 04:02:42,178.1,228,Very unhealthy
10,2023:03:13 04:02:42,481.2,465,Extremely hazardous
01,2023:03:13 04:03:32,363.4,406,Extremely hazardous
02,2023:03:13 04:03:32,505.6,478,Extremely hazardous
03,2023:03:13 04:03:32,342.9,392,Hazardous
04,2023:03:13 04:03:32,426.7,438,Extremely hazardous
05,2023:03:13 04:03:32,210.6,260,Very unhealthy
06,2023:03:13 04:03:32,263.3,313,Hazardous
07,2023:03:13 04:03:32,516.2,483,Extremely hazardous
08,2023:03:13 04:03:32,305.0,355,Hazardous
09,2023:03:13 04:03:32,382.9,416,Extremely hazardous
10,2023:03:13 04:03:32,99.0,173,Unhealthy
01,2023:03:13 04:04:22,484.5,467,Extremely hazardous
02,2023:03:13 04:04:22,418.6,434,Extremely hazardous
03,2023:03:13 04:04:22,368.1,409,Extremely hazardous
04,2023:03:13 04:04:22,292.9,342,Hazardous
05,2023:03:13 04:04:22,304.7,354,Hazardous
06,2023:03:13 04:04:22,401.1,425,Extremely hazardous
07,2023:03:13 04:04:22,28.9,86,Moderate
08,2023:03:13 04:04:22,10.8,45,Good
09,2023:03:13 04:04:22,228.4,278,Very unhealthy
10,2023:03:13 04:04:22,103.6,175,Unhealthy
01,2023:03:13 04:05:12,270.4,320,Hazardous
02,2023:03:13 04:05:12,423.0,436,Extremely hazardous
03,2023:03:13 04:05:12,398.8,424,Extremely hazardous
04,2023:03:13 04:05:12,321.3,371,Hazardous
05,2023:03:13 04:05:12,37.9,106,Slightly unhealthy
06,2023:03:13 04:05:12,191.2,241,Very unhealthy
07,2023:03:13 04:05:12,52.2,142,Slightly unhealthy
08,2023:03:13 04:05:12,190.4,240,Very unhealthy
09,2023:03:13 04:05:12,87.2,167,Unhealthy
10,2023:03:13 04:05:12,92.9,170,Unhealthy
01,2023:03:13 04:06:02,297.1,347,Hazardous
02,2023:03:13 04:06:02,68.9,157,Unhealthy
03,2023:03:13 04:06:02,231.5,281,Very unhealthy
04,2023:03:13 04:06:02,69.4,157,Unhealthy
05,2023:03:13 04:06:02,253.9,303,Hazardous
06,2023:03:13 04:06:02,461.0,455,Extremely hazardous
07,2023:03:13 04:06:02,227.1,277,Very unhealthy
08,2023:03:13 04:06:02,225.4,275,Very unhealthy
09,2023:03:13 04:06:02,30.2,89,Moderate
10,2023:03:13 04:06:02,478.0,464,Extremely hazardous
01,2023:03:13 04:06:52,250.1,300,Very unhealthy
02,2023:03:13 04:06:52,423.9,437,Extremely hazardous
03,2023:03:13 04:06:52,148.3,199,Unhealthy
04,2023:03:13 04:06:52,279.2,329,Hazardous
05,2023:03:13 04:06:52,150.8,200,Very unhealthy
06,2023:03:13 04:06:52,438.7,444,Extremely hazardous
07,2023:03:13 04:06:52,21.6,70,Moderate
08,2023:03:13 04:06:52,131.8,190,Unhealthy
09,2023:03:13 04:06:52,100.9,174,Unhealthy
10,2023:03:13 04:06:52,543.3,496,Extremely hazardous
01,2023:03:13 04:07:42,377.6,414,Extremely hazardous
02,2023:03:13 04:07:42,427.1,438,Extremely hazardous
03,2023:03:13 04:07:42,193.1,243,Very unhealthy
04,2023:03:13 04:07:42,219.4,269,Very unhealthy
05,2023:03:13 04:07:42,433.9,442,Extremely hazardous
06,2023:03:13 04:07:42,303.6,353,Hazardous
07,2023:03:13 04:07:42,90.5,168,Unhealthy
08,2023:03:13 04:07:42,109.6,178,Unhealthy
09,2023:03:13 04:07:42,378.1,414,Extremely hazardous
10,2023:03:13 04:07:42,340.4,390,Hazardous
01,2023:03:13 04:08:32,267.9,317,Hazardous
02,2023:03:13 04:08:32,411.2,430,Extremely hazardous
03,2023:03:13 04:08:32,519.2,484,Extremely hazardous
04,2023:03:13 04:08:32,418.4,434,Extremely hazardous
05,2023:03:13 04:08:32,464.6,457,Extremely hazardous
06,2023:03:13 04:08:32,293.6,343,Hazardous
07,2023:03:13 04:08:32,81.5,164,Unhealthy
08,2023:03:13 04:08:32,478.4,464,Extremely hazardous
09,2023:03:13 04:08:32,192.7,242,Very unhealthy
10,2023:03:13 04:08:32,236.9,286,Very unhealthy
01,2023:03:13 04:09:22,477.9,464,Extremely hazardous
02,2023:03:13 04:09:22,278.8,328,Hazardous
03,2023:03:13 04:09:22,315.3,365,Hazardous
04,2023:03:13 04:09:22,402.4,426,Extremely hazardous
05,2023:03:13 04:09:22,349.3,399,Hazardous
06,2023:03:13 04:09:22,516.9,483,Extremely hazardous
07,2023:03:13 04:09:22,230.2,280,Very unhealthy
08,2023:03:13 04:09:22,337.3,387,Hazardous
09,2023:03:13 04:09:22,154.6,204,Very unhealthy
10,2023:03:13 04:09:22,329.5,379,Hazardous
01,2023:03:13 04:10:12,470.9,460,Extremely hazardous
02,2023:03:13 04:10:12,304.7,354,Hazardous
03,2023:03:13 04:10:12,548.7,499,Extremely hazardous
04,2023:03:13 04:10:12,531.5,491,Extremely hazardous
05,2023:03:13 04:10:12,133.5,191,Unhealthy
06,2023:03:13 04:10:12,403.8,427,Extremely hazardous
07,2023:03:13 04:10:12,50.5,138,Slightly unhealthy
08,2023:03:13 04:10:12,477.2,463,Extremely hazardous
09,2023:03:13 04:10:12,393.5,422,Extremely hazardous
10,2023:03:13 04:10:12,99.6,173,Unhealthy
01,2023:03:13 04:11:02,222.2,272,Very unhealthy
02,2023:03:13 04:11:02,496.9,473,Extremely hazardous
03,2023:03:13 04:11:02,173.7,223,Very unhealthy
04,2023:03:13 04:11:02,450.4,450,Extremely hazardous
05,2023:03:13 04:11:02,481.2,465,Extremely hazardous
06,2023:03:13 04:11:02,255.6,305,Hazardous
07,2023:03:13 04:11:02,106.9,177,Unhealthy
08,2023:03:13 04:11:02,248.0,298,Very unhealthy
09,2023:03:13 04:11:02,286.1,336,Hazardous
10,2023:03:13 04:11:02,232.7,282,Very unhealthy
01,2023:03:13 04:11:52,457.7,454,Extremely hazardous
02,2023:03:13 04:11:52,211.8,261,Very unhealthy
03,2023:03:13 04:11:52,62.5,154,Unhealthy
04,2023:03:13 04:11:52,142.0,196,Unhealthy
05,2023:03:13 04:11:52,81.9,164,Unhealthy
06,2023:03:13 04:11:52,461.6,456,Extremely hazardous
07,2023:03:13 04:11:52,181.0,231,Very unhealthy
08,2023:03:13 04:11:52,436.4,443,Extremely hazardous
09,2023:03:13 04:11:52,385.4,417,Extremely hazardous
10,2023:03:13 04:11:52,366.2,408,Extremely hazardous
01,2023:03:13 04:12:42,18.0,63,Moderate
02,2023:03:13 04:12:42,213.0,263,Very unhealthy
03,2023:03:13 04:12:42,236.0,286,Very unhealthy
04,2023:03:13 04:12:42,31.6,92,Moderate
05,2023:03:13 04:12:42,140.8,195,Unhealthy
06,2023:03:13 04:12:42,282.7,332,Hazardous
07,2023:03:13 04:12:42,178.1,228,Very unhealthy
08,2023:03:13 04:12:42,481.2,465,Extremely hazardous
09,2023:03:13 04:12:42,363.4,406,Extremely hazardous
10,2023:03:13 04:12:42,505.6,478,Extremely hazardous
01,2023:03:13 04:13:32,342.9,392,Hazardous
02,2023:03:13 04:13:32,426.7,438,Extremely hazardous
03,2023:03:13 04:13:32,210.6,260,Very unhealthy
04,2023:03:13 04:13:32,263.3,313,Hazardous
05,2023:03:13 04:13:32,516.2,483,Extremely hazardous
06,2023:03:13 04:13:32,305.0,355,Hazardous
07,2023:03:13 04:13:32,382.9,416,Extremely hazardous
08,2023:03:13 04:13:32,99.0,173,Unhealthy
09,2023:03:13 04:13:32,484.5,467,Extremely hazardous
10,2023:03:13 04:13:32,418.6,434,Extremely hazardous
01,2023:03:13 04:14:22,368.1,409,Extremely hazardous
02,2023:03:13 04:14:22,292.9,342,Hazardous
03,2023:03:13 04:14:22,304.7,354,Hazardous
04,2023:03:13 04:14:22,401.1,425,Extremely hazardous
05,2023:03:13 04:14:22,28.9,86,Moderate
06,2023:03:13 04:14:22,10.8,45,Good
07,2023:03:13 04:14:22,228.4,278,Very unhealthy
08,2023:03:13 04:14:22,103.6,175,Unhealthy
09,2023:03:13 04:14:22,270.4,320,Hazardous
10,2023:03:13 04:14:22,423.0,436,Extremely hazardous
01,2023:03:13 04:15:12,398.8,424,Extremely hazardous
02,2023:03:13 04:15:12,321.3,371,Hazardous
03,2023:03:13 04:15:12,37.9,106,Slightly unhealthy
04,2023:03:13 04:15:12,191.2,241,Very unhealthy
05,2023:03:13 04:15:12,52.2,142,Slightly unhealthy
06,2023:03:13 04:15:12,190.4,240,Very unhealthy
07,2023:03:13 04:15:12,87.2,167,Unhealthy
08,2023:03:13 04:15:12,92.9,170,Unhealthy
09,2023:03:13 04:15:12,297.1,347,Hazardous
10,2023:03:13 04:15:12,68.9,157,Unhealthy
01,2023:03:13 04:16:02,231.5,281,Very unhealthy
02,2023:03:13 04:16:02,69.4,157,Unhealthy
03,2023:03:13 04:16:02,253.9,303,Hazardous
04,2023:03:13 04:16:02,461.0,455,Extremely hazardous
05,2023:03:13 04:16:02,227.1,277,Very unhealthy
06,2023:03:13 04:16:02,225.4,275,Very unhealthy
07,2023:03:13 04:16:02,30.2,89,Moderate
08,2023:03:13 04:16:02,478.0,464,Extremely hazardous
09,2023:03:13 04:16:02,250.1,300,Very unhealthy
10,2023:03:13 04:16:02,423.9,437,Extremely hazardous
01,2023:03:13 04:16:52,148.3,199,Unhealthy
02,2023:03:13 04:16:52,279.2,329,Hazardous
03,2023:03:13 04:16:52,150.8,200,Very unhealthy
04,2023:03:13 04:16:52,438.7,444,Extremely hazardous
05,2023:03:13 04:16:52,21.6,70,Moderate
06,2023:03:13 04:16:52,131.8,190,Unhealthy
07,2023:03:13 04:16:52,100.9,174,Unhealthy
08,2023:03:13 04:16:52,543.3,496,Extremely hazardous
09,2023:03:13 04:16:52,377.6,414,Extremely hazardous
10,2023:03:13 04:16:52,427.1,438,Extremely hazardous
01,2023:03:13 04:17:42,193.1,243,Very unhealthy
02,2023:03:13 04:17:42,219.4,269,Very unhealthy
03,2023:03:13 04:17:42,433.9,442,Extremely hazardous
04,2023:03:13 04:17:42,303.6,353,Hazardous
05,2023:03:13 04:17:42,90.5,168,Unhealthy
06,2023:03:13 04:17:42,109.6,178,Unhealthy
07,2023:03:13 04:17:42,378.1,414,Extremely hazardous
08,2023:03:13 04:17:42,340.4,390,Hazardous
09,2023:03:13 04:17:42,267.9,317,Hazardous
10,2023:03:13 04:17:42,411.2,430,Extremely hazardous
01,2023:03:13 04:18:32,519.2,484,Extremely hazardous
02,2023:03:13 04:18:32,418.4,434,Extremely hazardous
03,2023:03:13 04:18:32,464.6,457,Extremely hazardous
04,2023:03:13 04:18:32,293.6,343,Hazardous
05,2023:03:13 04:18:32,81.5,164,Unhealthy
06,2023:03:13 04:18:32,478.4,464,Extremely hazardous
07,2023:03:13 04:18:32,192.7,242,Very unhealthy
08,2023:03:13 04:18:32,236.9,286,Very unhealthy
09,2023:03:13 04:18:32,477.9,464,Extremely hazardous
10,2023:03:13 04:18:32,278.8,328,Hazardous
01,2023:03:13 04:19:22,315.3,365,Hazardous
02,2023:03:13 04:19:22,402.4,426,Extremely hazardous
03,2023:03:13 04:19:22,349.3,399,Hazardous
04,2023:03:13 04:19:22,516.9,483,Extremely hazardous
05,2023:03:13 04:19:22,230.2,280,Very unhealthy
06,2023:03:13 04:19:22,337.3,387,Hazardous
07,2023:03:13 04:19:22,154.6,204,Very unhealthy
08,2023:03:13 04:19:22,329.5,379,Hazardous
09,2023:03:13 04:19:22,470.9,460,Extremely hazardous
10,2023:03:13 04:19:22,304.7,354,Hazardous
01,2023:03:13 04:20:12,548.7,499,Extremely hazardous
02,2023:03:13 04:20:12,531.5,491,Extremely hazardous
03,2023:03:13 04:20:12,133.5,191,Unhealthy
04,2023:03:13 04:20:12,403.8,427,Extremely hazardous
05,2023:03:13 04:20:12,50.5,138,Slightly unhealthy
06,2023:03:13 04:20:12,477.2,463,Extremely hazardous
07,2023:03:13 04:20:12,393.5,422,Extremely hazardous
08,2023:03:13 04:20:12,99.6,173,Unhealthy
09,2023:03:13 04:20:12,222.2,272,Very unhealthy
10,2023:03:13 04:20:12,496.9,473,Extremely hazardous
01,2023:03:13 04:21:02,173.7,223,Very unhealthy
02,2023:03:13 04:21:02,450.4,450,Extremely hazardous
03,2023:03:13 04:21:02,481.2,465,Extremely hazardous
04,2023:03:13 04:21:02,255.6,305,Hazardous
05,2023:03:13 04:21:02,106.9,177,Unhealthy
06,2023:03:13 04:21:02,248.0,298,Very unhealthy
07,2023:03:13 04:21:02,286.1,336,Hazardous
08,2023:03:13 04:21:02,232.7,282,Very unhealthy
09,2023:03:13 04:21:02,457.7,454,Extremely hazardous
10,2023:03:13 04:21:02,211.8,261,Very unhealthy
01,2023:03:13 04:21:52,62.5,154,Unhealthy
02,2023:03:13 04:21:52,142.0,196,Unhealthy
03,2023:03:13 04:21:52,81.9,164,Unhealthy
04,2023:03:13 04:21:52,461.6,456,Extremely hazardous
05,2023:03:13 04:21:52,181.0,231,Very unhealthy
06,2023:03:13 04:21:52,436.4,443,Extremely hazardous
07,2023:03:13 04:21:52,385.4,417,Extremely hazardous
08,2023:03:13 04:21:52,366.2,408,Extremely hazardous
09,2023:03:13 04:21:52,18.0,63,Moderate
10,2023:03:13 04:21:52,213.0,263,Very unhealthy
01,2023:03:13 04:22:42,236.0,286,Very unhealthy
02,2023:03:13 04:22:42,31.6,92,Moderate
03,2023:03:13 04:22:42,140.8,195,Unhealthy
04,2023:03:13 04:22:42,282.7,332,Hazardous
05,2023:03:13 04:22:42,178.1,228,Very unhealthy
06,2023:03:13 04:22:42,481.2,465,Extremely hazardous
07,2023:03:13 04:22:42,363.4,406,Extremely hazardous
08,2023:03:13 04:22:42,505.6,478,Extremely hazardous
09,2023:03:13 04:22:42,342.9,392,Hazardous
10,2023:03:13 04:22:42,426.7,438,Extremely hazardous
01,2023:03:13 04:23:32,210.6,260,Very unhealthy
02,2023:03:13 04:23:32,263.3,313,Hazardous
03,2023:03:13 04:23:32,516.2,483,Extremely hazardous
04,2023:03:13 04:23:32,305.0,355,Hazardous
05,2023:03:13 04:23:32,382.9,416,Extremely hazardous
06,2023:03:13 04:23:32,99.0,173,Unhealthy
07,2023:03:13 04:23:32,484.5,467,Extremely hazardous
08,2023:03:13 04:23:32,418.6,434,Extremely hazardous
09,2023:03:13 04:23:32,368.1,409,Extremely hazardous
10,2023:03:13 04:23:32,292.9,342,Hazardous
01,2023:03:13 04:24:22,304.7,354,Hazardous
02,2023:03:13 04:24:22,401.1,425,Extremely hazardous
03,2023:03:13 04:24:22,28.9,86,Moderate
04,2023:03:13 04:24:22,10.8,45,Good
05,2023:03:13 04:24:22,228.4,278,Very unhealthy
06,2023:03:13 04:24:22,103.6,175,Unhealthy
07,2023:03:13 04:24:22,270.4,320,Hazardous
08,2023:03:13 04:24:22,423.0,436,Extremely hazardous
09,2023:03:13 04:24:22,398.8,424,Extremely hazardous
10,2023:03:13 04:24:22,321.3,371,Hazardous
01,2023:03:13 04:25:12,37.9,106,Slightly unhealthy
02,2023:03:13 04:25:12,191.2,241,Very unhealthy
03,2023:03:13 04:25:12,52.2,142,Slightly unhealthy
04,2023:03:13 04:25:12,190.4,240,Very unhealthy
05,2023:03:13 04:25:12,87.2,167,Unhealthy
06,2023:03:13 04:25:12,92.9,170,Unhealthy
07,2023:03:13 04:25:12,297.1,347,Hazardous
08,2023:03:13 04:25:12,68.9,157,Unhealthy
09,2023:03:13 04:25:12,231.5,281,Very unhealthy
10,2023:03:13 04:25:12,69.4,157,Unhealthy
01,2023:03:13 04:26:02,253.9,303,Hazardous
02,2023:03:13 04:26:02,461.0,455,Extremely hazardous
03,2023:03:13 04:26:02,227.1,277,Very unhealthy
04,2023:03:13 04:26:02,225.4,275,Very unhealthy
05,2023:03:13 04:26:02,30.2,89,Moderate
06,2023:03:13 04:26:02,478.0,464,Extremely hazardous
07,2023:03:13 04:26:02,250.1,300,Very unhealthy
08,2023:03:13 04:26:02,423.9,437,Extremely hazardous
09,2023:03:13 04:26:02,148.3,199,Unhealthy
10,2023:03:13 04:26:02,279.2,329,Hazardous
01,2023:03:13 04:26:52,150.8,200,Very unhealthy
02,2023:03:13 04:26:52,438.7,444,Extremely hazardous
03,2023:03:13 04:26:52,21.6,70,Moderate
04,2023:03:13 04:26:52,131.8,190,Unhealthy
05,2023:03:13 04:26:52,100.9,174,Unhealthy
06,2023:03:13 04:26:52,543.3,496,Extremely hazardous
07,2023:03:13 04:26:52,377.6,414,Extremely hazardous
08,2023:03:13 04:26:52,427.1,438,Extremely hazardous
09,2023:03:13 04:26:52,193.1,243,Very unhealthy
10,2023:03:13 04:26:52,219.4,269,Very unhealthy
01,2023:03:13 04:27:42,433.9,442,Extremely hazardous
02,2023:03:13 04:27:42,303.6,353,Hazardous
03,2023:03:13 04:27:42,90.5,168,Unhealthy
04,2023:03:13 04:27:42,109.6,178,Unhealthy
05,2023:03:13 04:27:42,378.1,414,Extremely hazardous
06,2023:03:13 04:27:42,340.4,390,Hazardous
07,2023:03:13 04:27:42,267.9,317,Hazardous
08,2023:03:13 04:27:42,411.2,430,Extremely hazardous
09,2023:03:13 04:27:42,519.2,484,Extremely hazardous
10,2023:03:13 04:27:42,418.4,434,Extremely hazardous
01,2023:03:13 04:28:32,464.6,457,Extremely hazardous
02,2023:03:13 04:28:32,293.6,343,Hazardous
03,2023:03:13 04:28:32,81.5,164,Unhealthy
04,2023:03:13 04:28:32,478.4,464,Extremely hazardous
05,2023:03:13 04:28:32,192.7,242,Very unhealthy
06,2023:03:13 04:28:32,236.9,286,Very unhealthy
07,2023:03:13 04:28:32,477.9,464,Extremely hazardous
08,2023:03:13 04:28:32,278.8,328,Hazardous
09,2023:03:13 04:28:32,315.3,365,Hazardous
10,2023:03:13 04:28:32,402.4,426,Extremely hazardous
01,2023:03:13 04:29:22,349.3,399,Hazardous
02,2023:03:13 04:29:22,516.9,483,Extremely hazardous
03,2023:03:13 04:29:22,230.2,280,Very unhealthy
04,2023:03:13 04:29:22,337.3,387,Hazardous
05,2023:03:13 04:29:22,154.6,204,Very unhealthy
06,2023:03:13 04:29:22,329.5,379,Hazardous
07,2023:03:13 04:29:22,470.9,460,Extremely hazardous
08,2023:03:13 04:29:22,304.7,354,Hazardous
09,2023:03:13 04:29:22,548.7,499,Extremely hazardous
10,2023:03:13 04:29:22,531.5,491,Extremely hazardous
01,2023:03:13 04:30:12,133.5,191,Unhealthy
02,2023:03:13 04:30:12,403.8,427,Extremely hazardous
03,2023:03:13 04:30:12,50.5,138,Slightly unhealthy
04,2023:03:13 04:30:12,477.2,463,Extremely hazardous
05,2023:03:13 04:30:12,393.5,422,Extremely hazardous
06,2023:03:13 04:30:12,99.6,173,Unhealthy
07,2023:03:13 04:30:12,222.2,272,Very unhealthy
08,2023:03:13 04:30:12,496.9,473,Extremely hazardous
09,2023:03:13 04:30:12,173.7,223,Very unhealthy
10,2023:03:13 04:30:12,450.4,450,Extremely hazardous
01,2023:03:13 04:31:02,481.2,465,Extremely hazardous
02,2023:03:13 04:31:02,255.6,305,Hazardous
03,2023:03:13 04:31:02,106.9,177,Unhealthy
04,2023:03:13 04:31:02,248.0,298,Very unhealthy
05,2023:03:13 04:31:02,286.1,336,Hazardous
06,2023:03:13 04:31:02,232.7,282,Very unhealthy
07,2023:03:13 04:31:02,457.7,454,Extremely hazardous
08,2023:03:13 04:31:02,211.8,261,Very unhealthy
09,2023:03:13 04:31:02,62.5,154,Unhealthy
10,2023:03:13 04:31:02,142.0,196,Unhealthy
01,2023:03:13 04:31:52,81.9,164,Unhealthy
02,2023:03:13 04:31:52,461.6,456,Extremely hazardous
03,2023:03:13 04:31:52,181.0,231,Very unhealthy
04,2023:03:13 04:31:52,436.4,443,Extremely hazardous
05,2023:03:13 04:31:52,385.4,417,Extremely hazardous
06,2023:03:13 04:31:52,366.2,408,Extremely hazardous
07,2023:03:13 04:31:52,18.0,63,Moderate
08,2023:03:13 04:31:52,213.0,263,Very unhealthy
09,2023:03:13 04:31:52,236.0,286,Very unhealthy
10,2023:03:13 04:31:52,31.6,92,Moderate
01,2023:03:13 04:32:42,140.8,195,Unhealthy
02,2023:03:13 04:32:42,282.7,332,Hazardous
03,2023:03:13 04:32:42,178.1,228,Very unhealthy
04,2023:03:13 04:32:42,481.2,465,Extremely hazardous
05,2023:03:13 04:32:42,363.4,406,Extremely hazardous
06,2023:03:13 04:32:42,505.6,478,Extremely hazardous
07,2023:03:13 04:32:42,342.9,392,Hazardous
08,2023:03:13 04:32:42,426.7,438,Extremely hazardous
09,2023:03:13 04:32:42,210.6,260,Very unhealthy
10,2023:03:13 04:32:42,263.3,313,Hazardous
01,2023:03:13 04:33:32,516.2,483,Extremely hazardous
02,2023:03:13 04:33:32,305.0,355,Hazardous
03,2023:03:13 04:33:32,382.9,416,Extremely hazardous
